keyword,title,up,play,danmu,pubdate,bvid,link,scene
MBTI,M B T I 刻 板 印 象 40，笑起飞了,椮药不是山药,480631,1498,1717154100,BV1Am421K7jQ,https://www.bilibili.com/video/BV1Am421K7jQ,人格/自我
MBTI,关于ENFP狗勾的千层套路,余欢岁岁平安,1521102,2787,1645236015,BV1ha411C7Ju,https://www.bilibili.com/video/BV1ha411C7Ju,人格/自我
吸引力法则,【震撼】吸引力法则究竟怎么“吸”，才能得到你想要的结果 ｜ 老高与小茉,老高与小茉热门视频,139725,160,1746082800,BV1ZyGQz4ESs,https://www.bilibili.com/video/BV1ZyGQz4ESs,其他
吸引力法则,【修行】为什么钱总是流向有钱人？揭开吸引力法则与财富真相,如是生心,22,0,1765717703,BV12pmiBFE4t,https://www.bilibili.com/video/BV12pmiBFE4t,其他
吸引力法则,《秘密》&quot;吸引力法则“ 全集,苏小叶兮,1142005,8810,1588229432,BV1Ri4y1t7jv,https://www.bilibili.com/video/BV1Ri4y1t7jv,其他
吸引力法则,强力booster *慎用* ｜实现任何愿望的催化剂｜,Evarola,2100700,40791,1687521900,BV13m4y1e7zo,https://www.bilibili.com/video/BV13m4y1e7zo,其他
吸引力法则,喜悦老师吸引力法则课程,喜悦老师身心灵,478,0,0,,https://www.bilibili.com/video/,其他
吸引力法则,窝趣！起猛了！泰国人什么时候这么会拍了？！！！,栗子の弘Treasure,917625,2557,1691277624,BV1aX4y1L7Zy,https://www.bilibili.com/video/BV1aX4y1L7Zy,其他
吸引力法则,刘亦菲｜吸引力法则，你自己的信念很重要,yololoves,47049,12,1711859168,BV1rD421V7dH,https://www.bilibili.com/video/BV1rD421V7dH,其他
吸引力法则,【吸引力法则】让他/她主动联系你｜油管热门视频｜双语字幕｜冥想,兔兔兔的小尾巴,219721,3049,1659888058,BV1mV4y1x7gZ,https://www.bilibili.com/video/BV1mV4y1x7gZ,其他
吸引力法则,将注意力集中在你想要的生活 而不是问题上 Ruowenhuang（搬运）,morejuicee,488468,1123,1655490315,BV1tt4y1h7pT,https://www.bilibili.com/video/BV1tt4y1h7pT,其他
吸引力法则,吸引力法则（泰腐）JamFilm,丝言言言,43180,1551,1754736565,BV1qLtCzuESH,https://www.bilibili.com/video/BV1qLtCzuESH,其他
吸引力法则,揭秘人类最神秘的力量—吸引力法则！,JuZiTeacher,2630,0,0,,https://www.bilibili.com/video/,其他
吸引力法则,吸引力法则-精华版【全是精华，反复聆听，加强自己的内在信念，校准显化方法，亲测非常有效】,朱朱的能量空间,35756,17,1750816361,BV1bdK7z8EAT,https://www.bilibili.com/video/BV1bdK7z8EAT,其他
吸引力法则,吸引力法则的小提醒 Ruowenhuang（搬运）,morejuicee,65434,83,1654924587,BV1XF411F7Cn,https://www.bilibili.com/video/BV1XF411F7Cn,其他
吸引力法则,【TED】吸引力法则！99%的人都不知道的成功法则，可以说是《秘密》的执行手册。翻配：张烙源,张烙源Jack,51151,43,1643896270,BV1Eu41197Gc,https://www.bilibili.com/video/BV1Eu41197Gc,其他
吸引力法则,推给需要的人——吸引力法则,邓泽西,284931,80,1760155500,BV1PX4nzQE8G,https://www.bilibili.com/video/BV1PX4nzQE8G,其他
吸引力法则,【吸引力法则·jamfilm】封神了！一把搂过来的时候我人没了！太会演了！,_-TAN-_,127659,73,1691253873,BV1qh4y1r7JZ,https://www.bilibili.com/video/BV1qh4y1r7JZ,其他
吸引力法则,斌哥新作——吸引力法则,斌哥恋爱学,48570,0,0,,https://www.bilibili.com/video/,其他
吸引力法则,【吸引力法则】Crush忍不住向你告白了||即时效果！,Youram,61201,380,1709737147,BV1Q2421M7QY,https://www.bilibili.com/video/BV1Q2421M7QY,其他
吸引力法则,【轻松改变人生】吸引力法则！,吸引美好人生,681833,528,1638232261,BV1s34y1R7Ln,https://www.bilibili.com/video/BV1s34y1R7Ln,其他
吸引力法则,吸引力法则 ⑵,私だけダメな恋,195360,282,1707477508,BV1K2421c7fW,https://www.bilibili.com/video/BV1K2421c7fW,其他
考前 建议,【数一147】｜考前复习建议｜做法和心态｜还有一些鼓励！！！,考研数学DZZ,7955,68,1765636707,BV1QymRBoEVo,https://www.bilibili.com/video/BV1QymRBoEVo,学业
考前 建议,【考前必看】让你考试状态拉到极致，考场封神,清华学姐小琳,375433,1216,1705669076,BV1WK411e7xs,https://www.bilibili.com/video/BV1WK411e7xs,学业
考前 建议,26考研政治腿姐冲押班（考前一个月冲分神器）,一笑而过官方账号,26283,0,0,,https://www.bilibili.com/video/,学业
考前 建议,如何快速缓解大考前的焦虑,二二酸酸,1089063,18237,1592359250,BV1wt4y197yk,https://www.bilibili.com/video/BV1wt4y197yk,学业
考前 建议,【考前冥想】请大数据推给所有考生-每天一遍，自我肯定，从容应考,李冉在冥想,657981,1541,1653399300,BV1AY4y1L7sQ,https://www.bilibili.com/video/BV1AY4y1L7sQ,学业
考前 建议,放松解压、缓解焦虑8min 提高专注力开启最佳状态【考前必备】,范李猿,550862,881,1717643130,BV1gi421U7YY,https://www.bilibili.com/video/BV1gi421U7YY,学业
考前 建议,【慈】你的考前祝福牌（不限考试类型，含建议~）,快乐用户慈慈,2893,38,1764688918,BV12CSbBJEjq,https://www.bilibili.com/video/BV12CSbBJEjq,学业
考前 建议,考试前一天到底该做什么啊啊啊？！【考前必看】,能量加油站,1151015,2431,1685714924,BV1kk4y1H7r7,https://www.bilibili.com/video/BV1kk4y1H7r7,学业
考前 建议,【田野学知识】大型考试备考心态+备考方法课,田野学知识,2644,0,0,,https://www.bilibili.com/video/,学业
考前 建议,如何3招之内提升期末复习效率300%,二二酸酸,1181127,6289,1623407355,BV1df4y1b7iZ,https://www.bilibili.com/video/BV1df4y1b7iZ,学业
考前 建议,差3.8分！考试前应该睡觉还是学习？【lapi】,lapi,20365,146,1620903615,BV1rv41157JX,https://www.bilibili.com/video/BV1rv41157JX,学业
考前 建议,考试旺运穿衣，高考的考前建议，祝你们金榜题名,扬律以后叫崇律了,10259,1,1747475556,BV1NCJAzJEm8,https://www.bilibili.com/video/BV1NCJAzJEm8,学业
考前 建议,张雪峰：考前焦虑怎么办？｜高考，比的就是熟练程度,学会划重点,35524,3,1682351711,BV1sc411J7Sn,https://www.bilibili.com/video/BV1sc411J7Sn,学业
考前 建议,备战考研半年 临考前三天我却放弃了……,曦曦月亮岛,174663,634,1703066558,BV1xe411r7EA,https://www.bilibili.com/video/BV1xe411r7EA,学业
考前 建议,（每月更新）「考前抱佛脚」考前预测抢分班,前雅思考官Paul,1851,0,0,,https://www.bilibili.com/video/,学业
考前 建议,如果你考前特别焦虑,Eli田瀚博,11661,14,1764342502,BV1wRS7BVEDu,https://www.bilibili.com/video/BV1wRS7BVEDu,学业
考前 建议,【考前必看】高考前一天，三大注意事项！,不懂为何丶,13430,85,1559699089,BV154411M7fN,https://www.bilibili.com/video/BV154411M7fN,学业
考前 建议,考试前别怕紧张，越紧张，注意力越集中！,考研英语刘大雁,41448,28,1733802875,BV13FqgY5EKy,https://www.bilibili.com/video/BV13FqgY5EKy,学业
考前 建议,会让你葬送高考、发挥失常的，考前禁忌,高考蓝哥,7439509,29204,1748610167,BV1Hm7pzhEf3,https://www.bilibili.com/video/BV1Hm7pzhEf3,学业
考前 建议,【正经研究】其实你低估了，考试前吃黑巧克力的作用! 2022考研加油！,博士萌,242692,389,1638010138,BV1Df4y1K7y1,https://www.bilibili.com/video/BV1Df4y1K7y1,学业
考前 建议,考前建议,晓师带你飞,331,0,1641873930,BV1GP4y1J7rh,https://www.bilibili.com/video/BV1GP4y1J7rh,学业
考前 建议,【考前必看】高考前一天，三大注意事项！,不懂为何丶,13430,85,1559699089,BV154411M7fN,https://www.bilibili.com/video/BV154411M7fN,学业
考前 建议,考前提醒！！重要！！,账号已注销,151954,89,1685782800,BV1Dh4y1R7dS,https://www.bilibili.com/video/BV1Dh4y1R7dS,学业
考前 建议,考试前或比赛前的禁欲科学吗？【关于张兴亮事件】,性科学DSM,32438,8,1734922844,BV1xFC3YREEX,https://www.bilibili.com/video/BV1xFC3YREEX,学业
考前 建议,Valerie 考试杀手：无需学习或零准备即可通过任何考试[获得最高分]｜无损Hi-res,kendashian,136686,367,1762154957,BV1AP1eBmEtU,https://www.bilibili.com/video/BV1AP1eBmEtU,学业
考前 建议,我发现了极短时间内提分最快的方法！！！,来-DaoMorgan带你上正道,73476,30,1764473791,BV1AmSPBrEYB,https://www.bilibili.com/video/BV1AmSPBrEYB,学业
考前 建议,【高考加油】考前阶段建议,_狐狸狗,37,0,1623052567,BV1J64y1R7hG,https://www.bilibili.com/video/BV1J64y1R7hG,学业
考前 建议,【ug爆叠】考前急救包（白噪音版）,椰子树住在海边,258056,833,1730619770,BV1aFS1Y5EEB,https://www.bilibili.com/video/BV1aFS1Y5EEB,学业
考前 建议,文科省前十的考前背诵技巧🤫,冷酷小咕,449689,121,1748928377,BV1fS78zGEeH,https://www.bilibili.com/video/BV1fS78zGEeH,学业
考前 建议,【高考679】超常发挥｜浙大学姐的考前建议｜各科做些什么｜高考经验分享｜高考加油,爱喝酸奶的心云,6307,223,1653841558,BV1kZ4y1b7db,https://www.bilibili.com/video/BV1kZ4y1b7db,学业
考前 建议,【考前叮嘱】四六级考神附体！必过！！,晓艳教英语,185767,5025,1765510974,BV1QVm7BWEyc,https://www.bilibili.com/video/BV1QVm7BWEyc,学业
考前 建议,【Princeton学霸】24小时极限期末复习！学霸的抱佛脚是这样的,乐鉴教育-Diego,46911,39,1658477499,BV1cG4y1i7oz,https://www.bilibili.com/video/BV1cG4y1i7oz,学业
考前 建议,高考考前注意事项,长春凡诺教育培训学校,3,0,1669524494,BV1y8411L7Qq,https://www.bilibili.com/video/BV1y8411L7Qq,学业
考前 建议,考试仅剩5天也能极限逆袭的复习法，从心态到实战拿捏考试！,陶学长高考指南,1091,0,1765355580,BV1trmxBTEh6,https://www.bilibili.com/video/BV1trmxBTEh6,学业
考前 建议,有点硬核的提升考试运、记忆力、专注度的玄学方法,明因Meaning,213799,2631,1734272618,BV1ubqfYUE8F,https://www.bilibili.com/video/BV1ubqfYUE8F,学业
考前 建议,『用30分钟15条建议缓解你的考前焦虑』,可复制的普通高考玩家,5175,16,1749208807,BV1S4Tuz3ETX,https://www.bilibili.com/video/BV1S4Tuz3ETX,学业
考前 建议,再说最后一遍！考前注意事项！,化学老师张苗苗,192,0,1654508825,BV1TB4y1Q7A9,https://www.bilibili.com/video/BV1TB4y1Q7A9,学业
考前 建议,高考680+，我如何在大考前调节心态:3,张三三-,26345,22,1651153265,BV1xr4y1n7H3,https://www.bilibili.com/video/BV1xr4y1n7H3,学业
考前 建议,高考考前小建议～,本尊在此1,22,0,1748686664,BV1pX7PzLEJS,https://www.bilibili.com/video/BV1pX7PzLEJS,学业
考前 建议,24年四六级考前必须知道的注意事项,我是瑞斯拜,786968,4139,1718279760,BV1xs421u72Z,https://www.bilibili.com/video/BV1xs421u72Z,学业
分手 建议,如何温柔地提出分手？,郭甜茶,117273,303,1592620801,BV1ut4y197rg,https://www.bilibili.com/video/BV1ut4y197rg,情感
分手 建议,犹豫是否要分手？问自己一个问题就够了｜成年人要有勇气和过去说再见,小陆今天有更自洽吗,27181,52,1647604812,BV1T44y1T78P,https://www.bilibili.com/video/BV1T44y1T78P,情感
分手 建议,【龙女塔罗】分手复合牌阵,龙女塔罗,425500,9454,1664447137,BV1yD4y1C7RE,https://www.bilibili.com/video/BV1yD4y1C7RE,情感
分手 建议,【龙女塔罗】关于这段关系的指引,龙女塔罗,194340,1589,1765298112,BV18umpBaEqL,https://www.bilibili.com/video/BV18umpBaEqL,情感
分手 建议,大雁恋爱观【这种异地恋分手一点也不值得可惜】,考研英语大雁,58625,14,1673754590,BV1J84y1h7f7,https://www.bilibili.com/video/BV1J84y1h7f7,情感
分手 建议,“分手的第一大禁忌，一定要听好！”,傻白在美国,482248,292,1670378803,BV1B8411G7DK,https://www.bilibili.com/video/BV1B8411G7DK,情感
分手 建议,焦虑型依恋如何放下一个人｜放下一段关系,VeronicaWu_,55058,140,1717968303,BV11r421c7u1,https://www.bilibili.com/video/BV11r421c7u1,情感
分手 建议,裴•感情问题一律建议分手•真率,崔允珍的崔小豆,861536,69,1679907697,BV1A84y1g72f,https://www.bilibili.com/video/BV1A84y1g72f,情感
分手 建议,这段感情该放弃还是坚持？放弃会怎样？坚持呢会幸福吗？当下建议 | 塔罗占卜传讯,折衷女巫-萌酱,23406,300,1753104044,BV1XDgGzAE3f,https://www.bilibili.com/video/BV1XDgGzAE3f,情感
分手 建议,【曲曲】判断关系要不要继续，有且只有一个标准,女人干货情感手册,41510,43,1680433261,BV1Ks4y1E7EH,https://www.bilibili.com/video/BV1Ks4y1E7EH,情感
分手 建议,好的分手，能让双方都尽快走出失恋｜分手的7个步骤,布莱克Blake_,98616,637,1701943560,BV1xj411L7iJ,https://www.bilibili.com/video/BV1xj411L7iJ,情感
分手 建议,考研期间分手怎么办？考研玄学——分手必上岸！,长漂亮的张,8145,15,1662789544,BV19g411m7MY,https://www.bilibili.com/video/BV19g411m7MY,情感
分手 建议,真想分手了 想好这几点,杨屁屁来了,41327,110,1671108713,BV1784y1b7iR,https://www.bilibili.com/video/BV1784y1b7iR,情感
分手 建议,什么是分手21天定律,Marco心理,8415,2,1764561662,BV1oxSkBuEkj,https://www.bilibili.com/video/BV1oxSkBuEkj,情感
分手 建议,怎么停止想他？3个深夜emo自救指南 | 失恋必看,Nico抓马霍,368635,5146,1645848311,BV1vq4y1x7L5,https://www.bilibili.com/video/BV1vq4y1x7L5,情感
分手 建议,如果你真的放弃这段感情会发生什么,StarTarot_,52259,485,1742446500,BV1GkXFYfEkS,https://www.bilibili.com/video/BV1GkXFYfEkS,情感
分手 建议,如何挽回绝情的前男友，这期视频从分手原因，到不能犯的错，到说什么，都讲解的更清楚，建议大家反复多看几遍。一定对大家挽回复合有很大帮助。,挽回心理咨询师-李泽,59546,41,1696409765,BV1sN411t7jZ,https://www.bilibili.com/video/BV1sN411t7jZ,情感
分手 建议,男生视角 分手一个月的内心想法,水水是一个恋爱up,30827,10,1704606921,BV1Pk4y197Bp,https://www.bilibili.com/video/BV1Pk4y197Bp,情感
分手 建议,到底要不要放手？来自高维的信息“这段感情我该撤退吗”？宇宙的建议是什么？,禹德水,59806,1071,1744450407,BV1hNd8Y7E1w,https://www.bilibili.com/video/BV1hNd8Y7E1w,情感
分手 建议,【慈】断联关系中 | 双方想法 关系发展 建议 | 爱情神谕卡 关键时间,快乐用户慈慈,2685,110,1765458260,BV1f3mGBJELE,https://www.bilibili.com/video/BV1f3mGBJELE,情感
面试 建议,面试高频题拆解（速成作弊版）,Melissa职业规划,837774,914,1719986492,BV1Qi421Y7N6,https://www.bilibili.com/video/BV1Qi421Y7N6,职业
面试 建议,8个没人告诉你的面试真相，帮你迅速提升面试通过率｜关于面试攻略、投递渠道、薪资谈判,忆菁很无敌,1264148,1192,1660122000,BV1wF411w7oA,https://www.bilibili.com/video/BV1wF411w7oA,职业
面试 建议,国考面试专项课程-面试考官带你从入门到高分,公考督导组,1395,0,0,,https://www.bilibili.com/video/,职业
面试 建议,26广东省考面试考情分析：材料结构化面试命题规律+备考建议@青云林雪,广东申论老黄,280,0,1765693319,BV1KBmvBcEeh,https://www.bilibili.com/video/BV1KBmvBcEeh,职业
面试 建议,应届生面试不自信，冰哥传授面试三段论,冰语良言,57226,39,1753290163,BV1oN8Pz8EKr,https://www.bilibili.com/video/BV1oN8Pz8EKr,职业
面试 建议,无领导小组讨论看这一篇就够了 | 答题逻辑框架 | 题型分析 | 话术模板 | 评分要素 | 角色选择 | 秋招面试干货建议收藏【北大学姐秋招面试经验分享】,走姨Zozoey,786301,1611,1631680231,BV1kh411p7ST,https://www.bilibili.com/video/BV1kh411p7ST,职业
面试 建议,面试86.6分考生作答全流程,山东中公教育,421938,502,1704795300,BV1Y94y1g7RV,https://www.bilibili.com/video/BV1Y94y1g7RV,职业
面试 建议,【结构化面试】没话说怎么办？超实用面试体系分享，适用公务员面试、事业单位面试、省考面试、选调面试、公务员考试、面试模板、公考面试、遴选面试、公务员面试现场,公考吐曹,386389,2744,1744202252,BV12udNYqEYu,https://www.bilibili.com/video/BV12udNYqEYu,职业
面试 建议,面试技巧,智鼎学迁,12799,0,0,,https://www.bilibili.com/video/,职业
面试 建议,【令人心动的offer】李晋晔 教科书式面试,奇怪物研所,423135,269,1606534790,BV1Hz4y1k7pz,https://www.bilibili.com/video/BV1Hz4y1k7pz,职业
面试 建议,面试小白十条建议,天涯面试小课堂,62,0,1765420000,BV1FrmKBiEy4,https://www.bilibili.com/video/BV1FrmKBiEy4,职业
面试 建议,假如你从12.13开始准备Java后端面试，我的建议是（毫无保留版）包括场景题/八股文/Java基础/并发编程/JVM/MySQL/Spring……,Mic聊架构-面试指导,2814,42,1765619924,BV16Pm9BKEqk,https://www.bilibili.com/video/BV16Pm9BKEqk,职业
面试 建议,【面试脱敏专用】,喝点咖啡,762041,505,1647944467,BV1DP4y1u7uX,https://www.bilibili.com/video/BV1DP4y1u7uX,职业
面试 建议,面试问题有坑，回答不要太老实（喂饭版）,大厂洋姐职场教练,17586,3,1764387900,BV1ozSjBeEdX,https://www.bilibili.com/video/BV1ozSjBeEdX,职业
面试 建议,每天5分钟 面试“90+”,半月谈公考,247,0,0,,https://www.bilibili.com/video/,职业
面试 建议,面试话术模板,小胡职鉴,43920,8,1732364700,BV1yTBqY7Eoj,https://www.bilibili.com/video/BV1yTBqY7Eoj,职业
面试 建议,面试实用干货!冰哥教你如何在重要场合缓解紧张焦虑,大冰聊天精选,90776,70,1751915956,BV1g7GLzgEHB,https://www.bilibili.com/video/BV1g7GLzgEHB,职业
面试 建议,给要找销售工作的同学，一些面试建议和避雷方向。,观观Julian,7134,2,1758709281,BV17DJ9z2ETy,https://www.bilibili.com/video/BV17DJ9z2ETy,职业
面试 建议,一些很重要但没人教的能力：面试问题如何避免你的社会化程度低,大厂洋姐职场教练,7699,4,1765184440,BV1BF2CBNEbz,https://www.bilibili.com/video/BV1BF2CBNEbz,职业
面试 建议,5分钟，学会打遍面试无敌手的逻辑套路！,不加醋的氨基酸,133358,602,1710756000,BV1EH4y1s78N,https://www.bilibili.com/video/BV1EH4y1s78N,职业
面试 建议,直通面试的高薪简历，13年HR总监手把手教你写,HR大婷讲求职,97,0,0,,https://www.bilibili.com/video/,职业
面试 建议,实战对比丨一个视频告诉你面试最大的信息差！,-LKs-,1837928,7964,1724126400,BV1ST421k7LP,https://www.bilibili.com/video/BV1ST421k7LP,职业
面试 建议,【半佛】面试官是如何面试应届生的。,硬核的半佛仙人,2334453,7408,1623160482,BV1nf4y1871c,https://www.bilibili.com/video/BV1nf4y1871c,职业
面试 建议,【面试脱敏专用】,喝点咖啡,762041,505,1647944467,BV1DP4y1u7uX,https://www.bilibili.com/video/BV1DP4y1u7uX,职业
面试 建议,建议面试前必看，5个面试技巧,求职职通车,9016,7,1758715200,BV1h5JQzYEkc,https://www.bilibili.com/video/BV1h5JQzYEkc,职业
面试 建议,干货分享 | 事业单位面试91分经验分享 | 要不要报班 | 复习技巧,账号已注销,227540,358,1625580101,BV1Fw411d7ZR,https://www.bilibili.com/video/BV1Fw411d7ZR,职业
面试 建议,一面试就挂？把这段自我介绍背下来！| 普通人面试指南2024版,小王养成日记,637286,180,1716810181,BV1Yx4y1p7fd,https://www.bilibili.com/video/BV1Yx4y1p7fd,职业
面试 建议,一些很重要但没人教的能力：面试问题如何避免你的社会化程度低,大厂洋姐职场教练,7699,4,1765184440,BV1BF2CBNEbz,https://www.bilibili.com/video/BV1BF2CBNEbz,职业
面试 建议,【面试全市第一】悟透3条心法，备考快人一步,公考面试老梅,18219,31,1765101600,BV1UT2ZBdEQj,https://www.bilibili.com/video/BV1UT2ZBdEQj,职业
面试 建议,这些常见的学生思维面试话术，面试官听了会皱眉,林梓建建,133144,7,1645628821,BV1i34y1r7MC,https://www.bilibili.com/video/BV1i34y1r7MC,职业
面试 建议,面试｜克服生理性紧张！松弛感很容易,安琪俏佳人,30349,21,1710159997,BV1vW421c7YR,https://www.bilibili.com/video/BV1vW421c7YR,职业
面试 建议,面试真题：你没有相关经验，为什么我要选你,Super产品林木,1601,0,1765179797,BV1bn2CBQEnb,https://www.bilibili.com/video/BV1bn2CBQEnb,职业
面试 建议,结构化面试干货 | 没话说？不流畅？其实学会4个表达技巧，面试不需要背诵，也可以流畅作答！,阿拉斯加飞行,1405,0,1765430750,BV1KamMBnE36,https://www.bilibili.com/video/BV1KamMBnE36,职业
面试 建议,胡言乱语之考公面试备考秘籍：敏感肌用了都说好,神秘小号略略略,20983,25,1651879914,BV1CB4y117rh,https://www.bilibili.com/video/BV1CB4y117rh,职业
面试 建议,【Aba塔罗】你的这次重要考试成绩及建议 注意事项/如何提升 笔试/面试/不限任何形式考试,阿巴塔罗Abatarot,76064,1706,1761311018,BV16TsnzvEuQ,https://www.bilibili.com/video/BV16TsnzvEuQ,职业
面试 建议,杨天真高情商【公式32】CEO面试CEO：讲透面试的底层逻辑,bili_11338531142,12083,11,1749368298,BV1gjTDzFEub,https://www.bilibili.com/video/BV1gjTDzFEub,职业
面试 建议,【Whats Your Profession】人力资源管理｜HR的职业是什么样的｜来自HR给毕业生们求职面试的小建议,VKauditsFashion,63243,163,1580000408,BV1f7411r7R6,https://www.bilibili.com/video/BV1f7411r7R6,职业
面试 建议,面试想稳过，就记住这3个关键动作,求职职通车,2022,0,1764504000,BV1r5SMBUEsS,https://www.bilibili.com/video/BV1r5SMBUEsS,职业
面试 建议,人力面试人力岗面试问题汇总,人力资源大木木,68429,13,1662896295,BV1CG4y1z72w,https://www.bilibili.com/video/BV1CG4y1z72w,职业
面试 建议,211大学面试官观察经验|研究生面试7大加分建议,尝百草的一只鹿咪,17379,9,1648267119,BV1tr4y1W7n2,https://www.bilibili.com/video/BV1tr4y1W7n2,职业
考试 运势,【十九塔罗】你担心的这场考试能顺利通过吗（详细解读）,Evangeline十九,93544,5304,1761058453,BV1PYWdzrE6L,https://www.bilibili.com/video/BV1PYWdzrE6L,学业
考试 运势,无时限｜逢考必过！这次考试/考核能取得理想成绩吗？,Kanya-侃侃雷诺曼,372869,13457,1704437246,BV1ja4y1B74w,https://www.bilibili.com/video/BV1ja4y1B74w,学业
考试 运势,【快占】近期考试运势如何？结果怎么样？有什么需要注意的地方？（无时限）,顾幻卿v,1202,3,1765550831,BV1ifm2BLEsi,https://www.bilibili.com/video/BV1ifm2BLEsi,学业
考试 运势,考试占卜：已考完/还没考都适用！【知悉塔罗】,知悉塔罗屋,10959,180,1764506130,BV143SvBiE2J,https://www.bilibili.com/video/BV143SvBiE2J,学业
考试 运势,【龙女塔罗】十二月综合运势,龙女塔罗,311444,5058,1764915329,BV1RL2VBkEyY,https://www.bilibili.com/video/BV1RL2VBkEyY,学业
考试 运势,【大有】你最近的一次大考能否上岸？,大有紫微_彩虹版,50308,4424,1763295470,BV15sCdBdEky,https://www.bilibili.com/video/BV15sCdBdEky,学业
考试 运势,【希言塔罗】你的最近一次考试，能不能顺利通过？当下还需要怎样努力？,希言塔罗,312339,6422,1704273660,BV1Ct4y1o7gF,https://www.bilibili.com/video/BV1Ct4y1o7gF,学业
考试 运势,最近一次重大考试的结果会如何？实时占卜，全线录制,疗愈师月亮,133475,7759,1733236452,BV1mVzSYREgk,https://www.bilibili.com/video/BV1mVzSYREgk,学业
考试 运势,Valerie 考试杀手：无需学习或零准备即可通过任何考试[获得最高分]｜无损Hi-res,kendashian,136686,367,1762154957,BV1AP1eBmEtU,https://www.bilibili.com/video/BV1AP1eBmEtU,学业
考试 运势,【叨叨奇门占卜】最近一次重大考试的结果会如何？能不能顺利通过？会不会如愿？（无时限）,-迪叨叨-,9363,442,1765206842,BV1fp2yBME5z,https://www.bilibili.com/video/BV1fp2yBME5z,学业
考试 运势,实时占卜；学业考试(无偿),爻爻灵签馆,1564,1,1765172459,BV1HS26BNE8X,https://www.bilibili.com/video/BV1HS26BNE8X,学业
考试 运势,教你们一个提升考试运的玄学方法。奇门遁甲四纵五横法。,道清渡灵,521530,1037,1713850967,BV13D421n7zq,https://www.bilibili.com/video/BV13D421n7zq,学业
考试 运势,【李奶奶塔罗】这次考试结果怎样？考试运好吗？,李奶奶塔罗,27435,293,1755863700,BV1jf8dzLEm8,https://www.bilibili.com/video/BV1jf8dzLEm8,学业
考试 运势,【道道】考试UP的方法，打小我就超常发挥！,道道总是睡不着,687644,1786,1717140662,BV1ox4y1E7zv,https://www.bilibili.com/video/BV1ox4y1E7zv,学业
考试 运势,这次考试能考过吗？（梅花六爻八字占卜玄学奇门塔罗占星上岸）,柠夏说易,1882,16,1765447373,BV1FNmgB2EQ5,https://www.bilibili.com/video/BV1FNmgB2EQ5,学业
考试 运势,【小埋rana】你最近关心的那场考核/考试能过吗？,小埋Rana,276726,8219,1706290614,BV19b4y1A7Fw,https://www.bilibili.com/video/BV19b4y1A7Fw,学业
考试 运势,轻松拿下所有第一的学神*考后考前都可听*上岸*学业纱布大礼包,Vapourislet,1082178,4649,1724239495,BV1aLWeePEWM,https://www.bilibili.com/video/BV1aLWeePEWM,学业
考试 运势,【仙家占卜】这次考试你能通过吗&amp;你的现状&amp;相关建议,出马仙灵安,26321,365,1762338501,BV1rG1sBnEfR,https://www.bilibili.com/video/BV1rG1sBnEfR,学业
考试 运势,这次考试结果,刺猬-kk,4751,71,1765448204,BV1RJmgBKE3m,https://www.bilibili.com/video/BV1RJmgBKE3m,学业
考试 运势,【叨叨奇门占卜】算出你考试成绩排名分数｜能不能上岸及建议｜无时限,-迪叨叨-,74104,8560,1748186033,BV1zsj3zXE8T,https://www.bilibili.com/video/BV1zsj3zXE8T,学业
